gene_id,count,frequency,compartment
group_2808,95,0.11323003575685339,Cloud
group_2224,95,0.11323003575685339,Cloud
group_3423,94,0.11203814064362336,Cloud
group_2709,94,0.11203814064362336,Cloud
group_2311,94,0.11203814064362336,Cloud
group_2180,94,0.11203814064362336,Cloud
group_1490,94,0.11203814064362336,Cloud
group_1484,94,0.11203814064362336,Cloud
group_146,94,0.11203814064362336,Cloud
group_2073,93,0.11084624553039332,Cloud
neo_1~~~neo_2,93,0.11084624553039332,Cloud
group_1202,93,0.11084624553039332,Cloud
group_753,93,0.11084624553039332,Cloud
group_665,93,0.11084624553039332,Cloud
group_485,92,0.10965435041716329,Cloud
group_322,92,0.10965435041716329,Cloud
group_45,92,0.10965435041716329,Cloud
group_4275,91,0.10846245530393325,Cloud
group_3852,91,0.10846245530393325,Cloud
hin_2,91,0.10846245530393325,Cloud
group_67,91,0.10846245530393325,Cloud
group_114,90,0.10727056019070322,Cloud
group_44,90,0.10727056019070322,Cloud
group_4300,89,0.10607866507747318,Cloud
group_2816,89,0.10607866507747318,Cloud
group_1969,89,0.10607866507747318,Cloud
group_1390,89,0.10607866507747318,Cloud
mshC_1,89,0.10607866507747318,Cloud
group_667,89,0.10607866507747318,Cloud
group_3399,88,0.10488676996424315,Cloud
group_3275,88,0.10488676996424315,Cloud
group_2925,88,0.10488676996424315,Cloud
liaR_1~~~liaR_4,88,0.10488676996424315,Cloud
group_2909,88,0.10488676996424315,Cloud
group_2727,88,0.10488676996424315,Cloud
group_2582,88,0.10488676996424315,Cloud
group_1898,88,0.10488676996424315,Cloud
group_1686,88,0.10488676996424315,Cloud
group_1565,88,0.10488676996424315,Cloud
yheH_1~~~yheH,88,0.10488676996424315,Cloud
tetAB_A,88,0.10488676996424315,Cloud
group_3355,87,0.10369487485101311,Cloud
group_195,87,0.10369487485101311,Cloud
group_3,87,0.10369487485101311,Cloud
group_2892,86,0.10250297973778308,Cloud
group_2239,86,0.10250297973778308,Cloud
group_1373,86,0.10250297973778308,Cloud
group_1321,86,0.10250297973778308,Cloud
group_1074,86,0.10250297973778308,Cloud
group_979,86,0.10250297973778308,Cloud
group_770,86,0.10250297973778308,Cloud
group_69,86,0.10250297973778308,Cloud
group_4417,85,0.10131108462455304,Cloud
galK_1,85,0.10131108462455304,Cloud
group_4414,84,0.10011918951132301,Cloud
group_3333,84,0.10011918951132301,Cloud
group_1996,84,0.10011918951132301,Cloud
group_712,84,0.10011918951132301,Cloud
group_4410,83,0.09892729439809297,Cloud
group_4382,83,0.09892729439809297,Cloud
group_2517,83,0.09892729439809297,Cloud
group_2323,83,0.09892729439809297,Cloud
group_1899,83,0.09892729439809297,Cloud
group_1845,83,0.09892729439809297,Cloud
group_1741,83,0.09892729439809297,Cloud
ydjF~~~glcR,83,0.09892729439809297,Cloud
group_1276,83,0.09892729439809297,Cloud
group_1050,83,0.09892729439809297,Cloud
group_1026,83,0.09892729439809297,Cloud
group_906,83,0.09892729439809297,Cloud
group_868,83,0.09892729439809297,Cloud
group_842,83,0.09892729439809297,Cloud
group_814,83,0.09892729439809297,Cloud
group_609,83,0.09892729439809297,Cloud
group_573,83,0.09892729439809297,Cloud
group_543,83,0.09892729439809297,Cloud
group_534,83,0.09892729439809297,Cloud
group_526,83,0.09892729439809297,Cloud
group_503,83,0.09892729439809297,Cloud
viuB_2,83,0.09892729439809297,Cloud
group_448,83,0.09892729439809297,Cloud
rhaR_2,83,0.09892729439809297,Cloud
fepC_2,83,0.09892729439809297,Cloud
group_434,83,0.09892729439809297,Cloud
group_424,83,0.09892729439809297,Cloud
fepD_2,83,0.09892729439809297,Cloud
yfmC,83,0.09892729439809297,Cloud
fepG_2,83,0.09892729439809297,Cloud
group_392,83,0.09892729439809297,Cloud
tetA,83,0.09892729439809297,Cloud
group_354,83,0.09892729439809297,Cloud
btuD_8,83,0.09892729439809297,Cloud
rhaR_1,83,0.09892729439809297,Cloud
btuD_7,83,0.09892729439809297,Cloud
group_276,83,0.09892729439809297,Cloud
group_3326,82,0.09773539928486293,Cloud
group_2765,82,0.09773539928486293,Cloud
group_2691,82,0.09773539928486293,Cloud
group_2203,82,0.09773539928486293,Cloud
group_2094,82,0.09773539928486293,Cloud
group_1939,82,0.09773539928486293,Cloud
group_1869,82,0.09773539928486293,Cloud
group_1844,82,0.09773539928486293,Cloud
group_1842,82,0.09773539928486293,Cloud
group_1830,82,0.09773539928486293,Cloud
group_1788,82,0.09773539928486293,Cloud
group_1712,82,0.09773539928486293,Cloud
group_1710,82,0.09773539928486293,Cloud
group_1495,82,0.09773539928486293,Cloud
group_1413,82,0.09773539928486293,Cloud
pyrD_3~~~pyrD_2,82,0.09773539928486293,Cloud
group_1117,82,0.09773539928486293,Cloud
group_1063,82,0.09773539928486293,Cloud
group_1001,82,0.09773539928486293,Cloud
group_876,82,0.09773539928486293,Cloud
group_743,82,0.09773539928486293,Cloud
group_631,82,0.09773539928486293,Cloud
group_490,82,0.09773539928486293,Cloud
group_442,82,0.09773539928486293,Cloud
group_342,82,0.09773539928486293,Cloud
group_3215,81,0.09654350417163289,Cloud
group_3208,81,0.09654350417163289,Cloud
group_3197,81,0.09654350417163289,Cloud
group_3178,81,0.09654350417163289,Cloud
clpP~~~clpP_2~~~clpP_3~~~clpP_1,81,0.09654350417163289,Cloud
group_3139,81,0.09654350417163289,Cloud
group_3068,81,0.09654350417163289,Cloud
group_2985,81,0.09654350417163289,Cloud
group_2931,81,0.09654350417163289,Cloud
group_2871,81,0.09654350417163289,Cloud
group_2717,81,0.09654350417163289,Cloud
group_2506,81,0.09654350417163289,Cloud
group_2261,81,0.09654350417163289,Cloud
yhdJ,81,0.09654350417163289,Cloud
group_1571,81,0.09654350417163289,Cloud
group_1219,81,0.09654350417163289,Cloud
group_37,81,0.09654350417163289,Cloud
group_2165,80,0.09535160905840286,Cloud
group_1970,80,0.09535160905840286,Cloud
group_885,80,0.09535160905840286,Cloud
group_792,80,0.09535160905840286,Cloud
group_565,80,0.09535160905840286,Cloud
group_330,80,0.09535160905840286,Cloud
group_25,80,0.09535160905840286,Cloud
dnaA_2,79,0.09415971394517282,Cloud
group_3115,79,0.09415971394517282,Cloud
group_2566,79,0.09415971394517282,Cloud
group_2222,79,0.09415971394517282,Cloud
group_11,79,0.09415971394517282,Cloud
thyX_2~~~thyX_1,78,0.09296781883194279,Cloud
group_1377,78,0.09296781883194279,Cloud
ogt_2~~~ogt_1,78,0.09296781883194279,Cloud
group_840,78,0.09296781883194279,Cloud
pyrD_1,78,0.09296781883194279,Cloud
group_4370,77,0.09177592371871275,Cloud
group_3336,77,0.09177592371871275,Cloud
group_3251,77,0.09177592371871275,Cloud
group_3094,77,0.09177592371871275,Cloud
smc_7~~~smc_3~~~smc_5,77,0.09177592371871275,Cloud
group_2545,77,0.09177592371871275,Cloud
group_2108,77,0.09177592371871275,Cloud
group_3434,76,0.09058402860548272,Cloud
group_3260,76,0.09058402860548272,Cloud
radA_1~~~radA_2,76,0.09058402860548272,Cloud
group_2250,76,0.09058402860548272,Cloud
group_528,76,0.09058402860548272,Cloud
group_20,76,0.09058402860548272,Cloud
group_4127,75,0.08939213349225268,Cloud
group_3328,75,0.08939213349225268,Cloud
group_3234,75,0.08939213349225268,Cloud
group_2578,75,0.08939213349225268,Cloud
group_1509,75,0.08939213349225268,Cloud
group_1376,75,0.08939213349225268,Cloud
group_1126,75,0.08939213349225268,Cloud
group_767,75,0.08939213349225268,Cloud
group_4255,74,0.08820023837902265,Cloud
group_3054,74,0.08820023837902265,Cloud
group_2944,74,0.08820023837902265,Cloud
rapA_3~~~rapA_4,74,0.08820023837902265,Cloud
group_2085,74,0.08820023837902265,Cloud
group_1824,74,0.08820023837902265,Cloud
group_1625,74,0.08820023837902265,Cloud
group_1177,74,0.08820023837902265,Cloud
group_655,74,0.08820023837902265,Cloud
group_463,74,0.08820023837902265,Cloud
group_9,74,0.08820023837902265,Cloud
group_2799,73,0.08700834326579261,Cloud
xerC_5~~~xerC_1~~~xerC_2~~~xerC_3,73,0.08700834326579261,Cloud
group_2214,73,0.08700834326579261,Cloud
group_1753,73,0.08700834326579261,Cloud
group_1335,73,0.08700834326579261,Cloud
group_846,73,0.08700834326579261,Cloud
group_821,73,0.08700834326579261,Cloud
mug,73,0.08700834326579261,Cloud
group_2369,72,0.08581644815256258,Cloud
mcrC,72,0.08581644815256258,Cloud
rapZ,72,0.08581644815256258,Cloud
group_1408,72,0.08581644815256258,Cloud
group_923,72,0.08581644815256258,Cloud
group_611,72,0.08581644815256258,Cloud
group_583,72,0.08581644815256258,Cloud
group_283,72,0.08581644815256258,Cloud
recD2_1~~~recD2_3~~~recD2_2~~~recD2~~~recD,72,0.08581644815256258,Cloud
group_51,72,0.08581644815256258,Cloud
group_3284,71,0.08462455303933254,Cloud
group_3213,71,0.08462455303933254,Cloud
group_3193,71,0.08462455303933254,Cloud
group_1443,71,0.08462455303933254,Cloud
galK_2,71,0.08462455303933254,Cloud
group_110,71,0.08462455303933254,Cloud
group_3438,70,0.08343265792610251,Cloud
group_3432,70,0.08343265792610251,Cloud
group_3206,70,0.08343265792610251,Cloud
group_781,70,0.08343265792610251,Cloud
group_682,70,0.08343265792610251,Cloud
group_545,70,0.08343265792610251,Cloud
group_1752,69,0.08224076281287247,Cloud
group_1157,69,0.08224076281287247,Cloud
group_3460,68,0.08104886769964244,Cloud
group_3276,68,0.08104886769964244,Cloud
group_2915,68,0.08104886769964244,Cloud
group_2766,68,0.08104886769964244,Cloud
group_2740,68,0.08104886769964244,Cloud
group_2739,68,0.08104886769964244,Cloud
group_2737,68,0.08104886769964244,Cloud
speE_2~~~speE_1,68,0.08104886769964244,Cloud
group_2121,68,0.08104886769964244,Cloud
group_2044,68,0.08104886769964244,Cloud
group_1947,68,0.08104886769964244,Cloud
group_990,68,0.08104886769964244,Cloud
group_872,68,0.08104886769964244,Cloud
group_721,68,0.08104886769964244,Cloud
group_3105,67,0.07985697258641239,Cloud
group_2057,67,0.07985697258641239,Cloud
group_1944,67,0.07985697258641239,Cloud
group_1635,67,0.07985697258641239,Cloud
group_1576,67,0.07985697258641239,Cloud
group_1511,67,0.07985697258641239,Cloud
group_1264,67,0.07985697258641239,Cloud
group_1262,67,0.07985697258641239,Cloud
group_142,67,0.07985697258641239,Cloud
group_3274,66,0.07866507747318235,Cloud
group_2881,66,0.07866507747318235,Cloud
group_2785,66,0.07866507747318235,Cloud
group_2416,66,0.07866507747318235,Cloud
group_2208,66,0.07866507747318235,Cloud
group_2158,66,0.07866507747318235,Cloud
group_1813,66,0.07866507747318235,Cloud
group_1320,66,0.07866507747318235,Cloud
group_1090,66,0.07866507747318235,Cloud
group_1043,66,0.07866507747318235,Cloud
group_647,66,0.07866507747318235,Cloud
group_548,66,0.07866507747318235,Cloud
group_245,66,0.07866507747318235,Cloud
group_2900,65,0.07747318235995232,Cloud
group_2788,65,0.07747318235995232,Cloud
group_2693,65,0.07747318235995232,Cloud
group_2450,65,0.07747318235995232,Cloud
aacA4~~~aacA4_1,65,0.07747318235995232,Cloud
group_2249,65,0.07747318235995232,Cloud
group_1535,65,0.07747318235995232,Cloud
group_1491,65,0.07747318235995232,Cloud
group_1186,65,0.07747318235995232,Cloud
group_898,65,0.07747318235995232,Cloud
group_784,65,0.07747318235995232,Cloud
dhbE,65,0.07747318235995232,Cloud
group_563,65,0.07747318235995232,Cloud
group_370,65,0.07747318235995232,Cloud
group_98,65,0.07747318235995232,Cloud
dltA_2,65,0.07747318235995232,Cloud
group_3431,64,0.07628128724672228,Cloud
group_3019,64,0.07628128724672228,Cloud
group_2975,64,0.07628128724672228,Cloud
group_2846,64,0.07628128724672228,Cloud
group_2258,64,0.07628128724672228,Cloud
group_2135,64,0.07628128724672228,Cloud
ohrR,64,0.07628128724672228,Cloud
group_1387,64,0.07628128724672228,Cloud
group_169,64,0.07628128724672228,Cloud
group_3172,63,0.07508939213349225,Cloud
group_2694,63,0.07508939213349225,Cloud
group_1838,63,0.07508939213349225,Cloud
group_1183,63,0.07508939213349225,Cloud
group_180,63,0.07508939213349225,Cloud
group_23,63,0.07508939213349225,Cloud
group_825,62,0.07389749702026222,Cloud
group_765,62,0.07389749702026222,Cloud
group_177,62,0.07389749702026222,Cloud
group_173,62,0.07389749702026222,Cloud
group_3218,61,0.07270560190703218,Cloud
group_2001,61,0.07270560190703218,Cloud
group_155,61,0.07270560190703218,Cloud
group_3119,60,0.07151370679380215,Cloud
group_2228,60,0.07151370679380215,Cloud
xerC_1~~~xerC_2,60,0.07151370679380215,Cloud
group_1707,60,0.07151370679380215,Cloud
group_1637,60,0.07151370679380215,Cloud
group_1129,60,0.07151370679380215,Cloud
group_1008,60,0.07151370679380215,Cloud
group_955,60,0.07151370679380215,Cloud
group_943,60,0.07151370679380215,Cloud
vraR,60,0.07151370679380215,Cloud
group_811,60,0.07151370679380215,Cloud
group_670,60,0.07151370679380215,Cloud
group_489,60,0.07151370679380215,Cloud
group_410,60,0.07151370679380215,Cloud
group_379,60,0.07151370679380215,Cloud
group_308,60,0.07151370679380215,Cloud
group_152,60,0.07151370679380215,Cloud
group_70,60,0.07151370679380215,Cloud
group_1007,59,0.07032181168057211,Cloud
group_4347,58,0.06912991656734208,Cloud
group_3349,58,0.06912991656734208,Cloud
group_3061,58,0.06912991656734208,Cloud
group_1514,58,0.06912991656734208,Cloud
group_1200,58,0.06912991656734208,Cloud
mrr~~~mrr_2,58,0.06912991656734208,Cloud
aacA4_1,58,0.06912991656734208,Cloud
group_470,58,0.06912991656734208,Cloud
lnrL,58,0.06912991656734208,Cloud
group_3894,57,0.06793802145411204,Cloud
group_3893,57,0.06793802145411204,Cloud
group_3374,57,0.06793802145411204,Cloud
group_2979,57,0.06793802145411204,Cloud
group_2963,57,0.06793802145411204,Cloud
group_2080,57,0.06793802145411204,Cloud
group_1431,57,0.06793802145411204,Cloud
group_1386,57,0.06793802145411204,Cloud
group_1073,57,0.06793802145411204,Cloud
group_777,57,0.06793802145411204,Cloud
group_4264,56,0.066746126340882,Cloud
group_4126,56,0.066746126340882,Cloud
group_3287,56,0.066746126340882,Cloud
group_946,56,0.066746126340882,Cloud
group_532,56,0.066746126340882,Cloud
group_508,56,0.066746126340882,Cloud
citN,56,0.066746126340882,Cloud
group_138,56,0.066746126340882,Cloud
group_5,56,0.066746126340882,Cloud
group_4409,55,0.06555423122765197,Cloud
group_4405,55,0.06555423122765197,Cloud
group_3289,55,0.06555423122765197,Cloud
group_3195,55,0.06555423122765197,Cloud
group_1553,55,0.06555423122765197,Cloud
rep_3,55,0.06555423122765197,Cloud
group_919,55,0.06555423122765197,Cloud
group_504,55,0.06555423122765197,Cloud
group_389,55,0.06555423122765197,Cloud
recF_3,55,0.06555423122765197,Cloud
group_83,55,0.06555423122765197,Cloud
group_3879,54,0.06436233611442194,Cloud
group_3207,54,0.06436233611442194,Cloud
group_3166,54,0.06436233611442194,Cloud
group_1835,54,0.06436233611442194,Cloud
group_1488,54,0.06436233611442194,Cloud
group_1023,54,0.06436233611442194,Cloud
group_143,54,0.06436233611442194,Cloud
group_46,54,0.06436233611442194,Cloud
group_4411,53,0.0631704410011919,Cloud
group_82,53,0.0631704410011919,Cloud
group_4348,52,0.06197854588796186,Cloud
group_2897,52,0.06197854588796186,Cloud
group_2629,52,0.06197854588796186,Cloud
group_1772,52,0.06197854588796186,Cloud
group_1445,52,0.06197854588796186,Cloud
group_382,52,0.06197854588796186,Cloud
group_287,52,0.06197854588796186,Cloud
group_3165,51,0.060786650774731825,Cloud
group_2901,51,0.060786650774731825,Cloud
group_2875,51,0.060786650774731825,Cloud
group_2801,51,0.060786650774731825,Cloud
group_2643,51,0.060786650774731825,Cloud
group_2156,51,0.060786650774731825,Cloud
group_1817,51,0.060786650774731825,Cloud
group_1754,51,0.060786650774731825,Cloud
group_917,51,0.060786650774731825,Cloud
group_863,51,0.060786650774731825,Cloud
group_175,51,0.060786650774731825,Cloud
group_4125,50,0.05959475566150179,Cloud
group_3437,50,0.05959475566150179,Cloud
group_1990,50,0.05959475566150179,Cloud
mbtB,50,0.05959475566150179,Cloud
group_798,50,0.05959475566150179,Cloud
group_0,50,0.05959475566150179,Cloud
group_4460,49,0.058402860548271755,Cloud
group_3404,49,0.058402860548271755,Cloud
group_3133,49,0.058402860548271755,Cloud
group_2783,49,0.058402860548271755,Cloud
group_2346,49,0.058402860548271755,Cloud
group_2055,49,0.058402860548271755,Cloud
group_1166,49,0.058402860548271755,Cloud
group_1110,49,0.058402860548271755,Cloud
group_987,49,0.058402860548271755,Cloud
group_458,49,0.058402860548271755,Cloud
group_3415,48,0.057210965435041714,Cloud
group_3281,48,0.057210965435041714,Cloud
fpuD_2~~~fhuC~~~hmuV_1~~~fecE~~~btuD_9,48,0.057210965435041714,Cloud
group_1715,48,0.057210965435041714,Cloud
group_1418,48,0.057210965435041714,Cloud
group_740,48,0.057210965435041714,Cloud
group_730,48,0.057210965435041714,Cloud
group_544,48,0.057210965435041714,Cloud
group_444,48,0.057210965435041714,Cloud
group_332,48,0.057210965435041714,Cloud
group_4512,47,0.05601907032181168,Cloud
group_1843,47,0.05601907032181168,Cloud
group_1318,47,0.05601907032181168,Cloud
group_1089,47,0.05601907032181168,Cloud
group_964,47,0.05601907032181168,Cloud
group_761,47,0.05601907032181168,Cloud
group_640,47,0.05601907032181168,Cloud
group_478,47,0.05601907032181168,Cloud
group_3455,46,0.054827175208581644,Cloud
group_3450,46,0.054827175208581644,Cloud
group_3424,46,0.054827175208581644,Cloud
group_3372,46,0.054827175208581644,Cloud
group_3352,46,0.054827175208581644,Cloud
group_3070,46,0.054827175208581644,Cloud
group_3060,46,0.054827175208581644,Cloud
group_2941,46,0.054827175208581644,Cloud
group_2595,46,0.054827175208581644,Cloud
group_2507,46,0.054827175208581644,Cloud
group_2387,46,0.054827175208581644,Cloud
group_934,46,0.054827175208581644,Cloud
group_867,46,0.054827175208581644,Cloud
group_613,46,0.054827175208581644,Cloud
group_598,46,0.054827175208581644,Cloud
group_588,46,0.054827175208581644,Cloud
group_385,46,0.054827175208581644,Cloud
group_4201,45,0.05363528009535161,Cloud
group_3849,45,0.05363528009535161,Cloud
group_3239,45,0.05363528009535161,Cloud
group_2531,45,0.05363528009535161,Cloud
group_2212,45,0.05363528009535161,Cloud
group_2211,45,0.05363528009535161,Cloud
group_1537,45,0.05363528009535161,Cloud
ehpR,45,0.05363528009535161,Cloud
group_171,45,0.05363528009535161,Cloud
group_116,45,0.05363528009535161,Cloud
group_115,45,0.05363528009535161,Cloud
group_111,45,0.05363528009535161,Cloud
group_3850,44,0.052443384982121574,Cloud
group_2706,44,0.052443384982121574,Cloud
group_2642,44,0.052443384982121574,Cloud
group_2242,44,0.052443384982121574,Cloud
group_1821,44,0.052443384982121574,Cloud
group_1512,44,0.052443384982121574,Cloud
group_1455,44,0.052443384982121574,Cloud
group_1375,44,0.052443384982121574,Cloud
group_1199,44,0.052443384982121574,Cloud
group_1161,44,0.052443384982121574,Cloud
group_974,44,0.052443384982121574,Cloud
group_926,44,0.052443384982121574,Cloud
group_783,44,0.052443384982121574,Cloud
group_529,44,0.052443384982121574,Cloud
group_440,44,0.052443384982121574,Cloud
group_401,44,0.052443384982121574,Cloud
yehL,44,0.052443384982121574,Cloud
group_340,44,0.052443384982121574,Cloud
group_295,44,0.052443384982121574,Cloud
smc_5,44,0.052443384982121574,Cloud
group_256,44,0.052443384982121574,Cloud
group_189,44,0.052443384982121574,Cloud
group_158,44,0.052443384982121574,Cloud
group_109,44,0.052443384982121574,Cloud
group_92,44,0.052443384982121574,Cloud
group_2984,43,0.05125148986889154,Cloud
group_2466,43,0.05125148986889154,Cloud
group_2442,43,0.05125148986889154,Cloud
group_1542,43,0.05125148986889154,Cloud
group_1167,43,0.05125148986889154,Cloud
group_782,43,0.05125148986889154,Cloud
xecA1,43,0.05125148986889154,Cloud
group_349,43,0.05125148986889154,Cloud
group_2773,42,0.050059594755661505,Cloud
group_2738,42,0.050059594755661505,Cloud
group_1323,42,0.050059594755661505,Cloud
group_553,42,0.050059594755661505,Cloud
group_500,42,0.050059594755661505,Cloud
group_4302,41,0.04886769964243146,Cloud
group_3265,41,0.04886769964243146,Cloud
group_3028,41,0.04886769964243146,Cloud
group_2898,41,0.04886769964243146,Cloud
group_1988,41,0.04886769964243146,Cloud
group_1493,41,0.04886769964243146,Cloud
nei1_2,41,0.04886769964243146,Cloud
group_4457,40,0.04767580452920143,Cloud
group_2726,40,0.04767580452920143,Cloud
group_2029,40,0.04767580452920143,Cloud
xerC_2~~~xerC_1,40,0.04767580452920143,Cloud
group_1724,40,0.04767580452920143,Cloud
group_1392,40,0.04767580452920143,Cloud
group_1142,40,0.04767580452920143,Cloud
xerC_5~~~xerC_3,40,0.04767580452920143,Cloud
group_193,40,0.04767580452920143,Cloud
group_191,40,0.04767580452920143,Cloud
group_2,40,0.04767580452920143,Cloud
group_4301,39,0.04648390941597139,Cloud
group_4269,39,0.04648390941597139,Cloud
group_3383,39,0.04648390941597139,Cloud
group_3214,39,0.04648390941597139,Cloud
group_2866,39,0.04648390941597139,Cloud
group_85,39,0.04648390941597139,Cloud
group_7,39,0.04648390941597139,Cloud
group_3226,38,0.04529201430274136,Cloud
group_3225,38,0.04529201430274136,Cloud
group_3222,38,0.04529201430274136,Cloud
group_3221,38,0.04529201430274136,Cloud
group_2908,38,0.04529201430274136,Cloud
group_2546,38,0.04529201430274136,Cloud
group_1615,38,0.04529201430274136,Cloud
group_1614,38,0.04529201430274136,Cloud
group_185,38,0.04529201430274136,Cloud
group_38,38,0.04529201430274136,Cloud
group_4386,37,0.04410011918951132,Cloud
group_3439,37,0.04410011918951132,Cloud
group_2863,37,0.04410011918951132,Cloud
group_2548,37,0.04410011918951132,Cloud
yhcR,37,0.04410011918951132,Cloud
group_1379,37,0.04410011918951132,Cloud
group_1170,37,0.04410011918951132,Cloud
group_1134,37,0.04410011918951132,Cloud
group_626,37,0.04410011918951132,Cloud
group_374,37,0.04410011918951132,Cloud
group_4471,36,0.04290822407628129,Cloud
group_3416,36,0.04290822407628129,Cloud
recX,36,0.04290822407628129,Cloud
group_904,36,0.04290822407628129,Cloud
dinG_7,36,0.04290822407628129,Cloud
group_880,36,0.04290822407628129,Cloud
group_4270,35,0.041716328963051254,Cloud
group_3453,35,0.041716328963051254,Cloud
group_3418,35,0.041716328963051254,Cloud
group_2796,35,0.041716328963051254,Cloud
group_2062,35,0.041716328963051254,Cloud
group_2015,35,0.041716328963051254,Cloud
group_1968,35,0.041716328963051254,Cloud
group_1486,35,0.041716328963051254,Cloud
group_1011,35,0.041716328963051254,Cloud
group_985,35,0.041716328963051254,Cloud
group_883,35,0.041716328963051254,Cloud
group_824,35,0.041716328963051254,Cloud
group_806,35,0.041716328963051254,Cloud
group_745,35,0.041716328963051254,Cloud
group_604,35,0.041716328963051254,Cloud
group_429,35,0.041716328963051254,Cloud
group_4502,34,0.04052443384982122,Cloud
group_3367,34,0.04052443384982122,Cloud
group_3342,34,0.04052443384982122,Cloud
group_3157,34,0.04052443384982122,Cloud
group_3102,34,0.04052443384982122,Cloud
group_2749,34,0.04052443384982122,Cloud
group_2687,34,0.04052443384982122,Cloud
group_1530,34,0.04052443384982122,Cloud
group_1308,34,0.04052443384982122,Cloud
group_692,34,0.04052443384982122,Cloud
metK_2~~~metK_1,34,0.04052443384982122,Cloud
group_4426,33,0.03933253873659118,Cloud
group_1831,33,0.03933253873659118,Cloud
group_921,33,0.03933253873659118,Cloud
group_764,33,0.03933253873659118,Cloud
cusR,33,0.03933253873659118,Cloud
sasA_1,33,0.03933253873659118,Cloud
group_174,33,0.03933253873659118,Cloud
smc_4~~~smc_7,32,0.03814064362336114,Cloud
group_3200,32,0.03814064362336114,Cloud
cheB~~~degU_1~~~liaR_4,32,0.03814064362336114,Cloud
group_1165,32,0.03814064362336114,Cloud
group_1048,32,0.03814064362336114,Cloud
group_564,32,0.03814064362336114,Cloud
group_55,32,0.03814064362336114,Cloud
group_4484,31,0.03694874851013111,Cloud
group_4455,31,0.03694874851013111,Cloud
group_3360,31,0.03694874851013111,Cloud
group_2850,31,0.03694874851013111,Cloud
group_2806,31,0.03694874851013111,Cloud
group_2561,31,0.03694874851013111,Cloud
group_2386,31,0.03694874851013111,Cloud
group_2213,31,0.03694874851013111,Cloud
group_2133,31,0.03694874851013111,Cloud
group_1806,31,0.03694874851013111,Cloud
group_1799,31,0.03694874851013111,Cloud
group_1633,31,0.03694874851013111,Cloud
group_1631,31,0.03694874851013111,Cloud
smc_4~~~smc_6,31,0.03694874851013111,Cloud
group_1362,31,0.03694874851013111,Cloud
group_931,31,0.03694874851013111,Cloud
group_807,31,0.03694874851013111,Cloud
group_305,31,0.03694874851013111,Cloud
group_35,31,0.03694874851013111,Cloud
group_4492,30,0.03575685339690107,Cloud
group_4395,30,0.03575685339690107,Cloud
group_3536,30,0.03575685339690107,Cloud
group_3448,30,0.03575685339690107,Cloud
group_3407,30,0.03575685339690107,Cloud
group_3350,30,0.03575685339690107,Cloud
group_3210,30,0.03575685339690107,Cloud
group_3199,30,0.03575685339690107,Cloud
group_3181,30,0.03575685339690107,Cloud
group_3180,30,0.03575685339690107,Cloud
group_3142,30,0.03575685339690107,Cloud
group_2670,30,0.03575685339690107,Cloud
group_2339,30,0.03575685339690107,Cloud
group_1895,30,0.03575685339690107,Cloud
group_1696,30,0.03575685339690107,Cloud
group_1146,30,0.03575685339690107,Cloud
group_1133,30,0.03575685339690107,Cloud
group_1052,30,0.03575685339690107,Cloud
group_1040,30,0.03575685339690107,Cloud
group_949,30,0.03575685339690107,Cloud
group_905,30,0.03575685339690107,Cloud
group_788,30,0.03575685339690107,Cloud
group_778,30,0.03575685339690107,Cloud
group_773,30,0.03575685339690107,Cloud
group_539,30,0.03575685339690107,Cloud
group_509,30,0.03575685339690107,Cloud
group_498,30,0.03575685339690107,Cloud
group_483,30,0.03575685339690107,Cloud
group_420,30,0.03575685339690107,Cloud
group_417,30,0.03575685339690107,Cloud
group_403,30,0.03575685339690107,Cloud
group_402,30,0.03575685339690107,Cloud
group_398,30,0.03575685339690107,Cloud
group_350,30,0.03575685339690107,Cloud
group_331,30,0.03575685339690107,Cloud
clpP,30,0.03575685339690107,Cloud
group_91,30,0.03575685339690107,Cloud
group_90,30,0.03575685339690107,Cloud
group_76,30,0.03575685339690107,Cloud
group_74,30,0.03575685339690107,Cloud
group_54,30,0.03575685339690107,Cloud
clpP_1~~~clpP,30,0.03575685339690107,Cloud
group_53,30,0.03575685339690107,Cloud
smc_2,30,0.03575685339690107,Cloud
group_10,30,0.03575685339690107,Cloud
group_4428,29,0.03456495828367104,Cloud
group_4272,29,0.03456495828367104,Cloud
nrdF2_3~~~nrdF2_1~~~nrdF2_4~~~nrdF2_2,29,0.03456495828367104,Cloud
group_3270,29,0.03456495828367104,Cloud
group_3003,29,0.03456495828367104,Cloud
group_2868,29,0.03456495828367104,Cloud
group_2696,29,0.03456495828367104,Cloud
group_2678,29,0.03456495828367104,Cloud
group_2544,29,0.03456495828367104,Cloud
group_2407,29,0.03456495828367104,Cloud
group_2131,29,0.03456495828367104,Cloud
group_2130,29,0.03456495828367104,Cloud
group_2086,29,0.03456495828367104,Cloud
group_1903,29,0.03456495828367104,Cloud
group_1902,29,0.03456495828367104,Cloud
group_1755,29,0.03456495828367104,Cloud
group_1612,29,0.03456495828367104,Cloud
group_1603,29,0.03456495828367104,Cloud
group_1602,29,0.03456495828367104,Cloud
group_1000,29,0.03456495828367104,Cloud
group_920,29,0.03456495828367104,Cloud
group_845,29,0.03456495828367104,Cloud
group_650,29,0.03456495828367104,Cloud
group_591,29,0.03456495828367104,Cloud
group_568,29,0.03456495828367104,Cloud
